19/12/2014;21:56:47;-11.25;4.08;5;77;0.41;3;27.75;1
19/12/2014;21:57:17;-11.51;4.08;5;77;0.41;3;27.52;1
19/12/2014;21:57:47;-11.43;4.1;5;77;0.43;3;27.75;1
19/12/2014;21:58:17;-11.61;4.08;5;77;0.41;3;27.75;1
19/12/2014;21:58:47;-11.13;4.08;5;77;0.41;3;27.97;1
19/12/2014;21:59:17;-11.59;4.04;5;77;0.38;3;28.19;1
19/12/2014;21:59:47;-10.97;4.04;5;77;0.38;3;27.97;1
19/12/2014;22:00:17;-10.81;4.02;5;77;0.36;3;28.19;1
19/12/2014;22:00:47;-10.93;4.04;4;78;0.55;3;27.97;1
19/12/2014;22:01:17;-11.69;4.08;5;77;0.41;3;27.97;1
19/12/2014;22:01:47;-11.49;4.04;5;77;0.38;3;28.19;1
19/12/2014;22:02:17;-11.03;4.1;5;77;0.43;3;28.41;1
19/12/2014;22:02:47;-10.32;4.12;5;77;0.45;3;28.41;1
19/12/2014;22:03:17;-10.89;4.14;5;77;0.47;3;28.19;1
19/12/2014;22:03:47;-10.85;4.16;5;77;0.49;3;27.97;1
19/12/2014;22:04:17;-10.67;4.16;5;77;0.47;3;28.41;1
19/12/2014;22:04:47;-10.66;4.12;5;77;0.45;3;28.86;1
19/12/2014;22:05:17;-10.77;4.2;5;77;0.53;3;28.86;1
19/12/2014;22:05:47;-10.95;4.2;5;77;0.53;3;28.19;1
19/12/2014;22:06:17;-10.73;4.2;5;77;0.53;4;27.97;1
19/12/2014;22:06:47;-11.17;4.2;5;77;0.53;4;28.19;1
19/12/2014;22:07:17;-11.27;4.16;5;77;0.49;4;27.97;1
19/12/2014;22:07:47;-11.39;4.22;5;77;0.55;4;27.97;1
19/12/2014;22:08:17;-11.35;4.2;5;78;0.71;3;28.19;1
19/12/2014;22:08:47;-12.29;4.14;4;78;0.65;3;27.75;1
19/12/2014;22:09:17;-11.71;4.14;5;78;0.65;3;28.19;1
19/12/2014;22:09:47;-12.18;4.12;5;78;0.63;3;27.75;1
19/12/2014;22:10:17;-11.61;4.08;5;78;0.59;3;28.41;1
19/12/2014;22:10:47;-11.69;4.08;5;78;0.59;3;28.64;1
19/12/2014;22:11:17;-12.31;4.1;5;78;0.61;3;27.97;1
19/12/2014;22:11:47;-12.17;4.1;5;78;0.61;3;28.41;1
19/12/2014;22:12:17;-12.35;4.1;5;78;0.61;3;27.75;1
19/12/2014;22:12:47;-12.61;4.08;5;78;0.59;3;28.19;1
19/12/2014;22:13:17;-12.59;4.14;5;78;0.65;3;27.97;1
19/12/2014;22:13:47;-12.31;4.1;5;78;0.61;2;27.97;1
19/12/2014;22:14:17;-13.16;4.12;5;78;0.63;2;28.41;1
19/12/2014;22:14:47;-13.01;4.1;5;78;0.61;2;28.19;1
19/12/2014;22:15:17;-12.97;4.1;5;78;0.61;2;28.19;1
19/12/2014;22:15:47;-13.39;4.1;5;79;0.79;2;27.52;1
19/12/2014;22:16:17;-12.75;4.1;5;79;0.79;3;27.75;1
19/12/2014;22:16:47;-13.57;4.1;5;79;0.79;3;27.75;1
19/12/2014;22:17:17;-14.07;4.1;5;79;0.79;3;27.97;1
19/12/2014;22:17:47;-13.79;4.04;5;79;0.73;3;27.97;1
19/12/2014;22:18:17;-14.39;4.1;5;79;0.79;3;27.52;1
19/12/2014;22:18:47;-13.58;4.12;5;79;0.81;3;28.41;1
19/12/2014;22:19:17;-14.33;4.14;5;80;1;3;27.52;1
19/12/2014;22:19:47;-14.18;4.12;5;80;0.98;3;27.97;1
19/12/2014;22:20:17;-14.29;4.2;5;80;1.06;3;27.97;1
19/12/2014;22:20:47;-14.07;4.2;4;81;1.23;3;27.97;1
19/12/2014;22:21:17;-14.47;4.22;5;80;1.08;3;28.19;1
19/12/2014;22:21:47;-14.95;4.26;5;80;1.12;3;27.52;1
19/12/2014;22:22:17;-14.91;4.26;5;80;1.12;2;27.75;1
19/12/2014;22:22:47;-15.58;4.24;5;80;1.12;3;27.75;1
19/12/2014;22:23:17;-14.91;4.28;5;80;1.14;3;28.19;1
19/12/2014;22:23:47;-15.37;4.32;5;80;1.18;2;27.97;1
19/12/2014;22:24:17;-15.64;4.3;5;80;1.16;2;28.41;1
19/12/2014;22:24:47;-15.37;4.32;5;80;1.18;2;28.41;1
19/12/2014;22:25:17;-15;4.42;5;80;1.27;2;28.19;1
19/12/2014;22:25:47;-14.6;4.42;5;80;1.27;2;28.41;1
19/12/2014;22:26:17;-14.72;4.42;5;80;1.27;3;27.75;1
19/12/2014;22:26:47;-15.33;4.44;5;80;1.29;2;27.75;1
19/12/2014;22:27:17;-15.33;4.46;5;81;1.49;3;27.75;1
19/12/2014;22:27:48;-15.56;4.48;5;81;1.51;2;27.75;1
19/12/2014;22:28:17;-15.96;4.42;5;81;1.45;2;27.52;1
19/12/2014;22:28:47;-15.71;4.38;5;81;1.41;2;27.75;1
