2454077.717	11.3302	0.0107
2454077.718	11.3714	0.011
2454077.721	11.4121	0.0114
2454077.723	11.4115	0.0116
2454077.724	11.4661	0.0123
2454077.726	11.4633	0.0122
2454077.728	11.4919	0.0129
2454077.729	11.5219	0.0135
2454077.736	11.5994	0.0146
2454077.738	11.6152	0.0185
2454077.746	11.6186	0.021
2454077.749	11.6151	0.022
2454077.755	11.6741	0.022
2454077.758	11.6923	0.0252
2454077.759	11.762	0.0245
2454077.772	11.7256	0.0242
2454077.775	11.7799	0.0181
2454077.778	11.7799	0.0184
2454077.783	11.8055	0.017
2454077.789	11.7035	0.0188
2454573.366	11.3109	0.0183
2454573.367	11.2968	0.0175
2454573.375	11.3361	0.019
2454573.376	11.3192	0.0183
2454573.383	11.3716	0.0171
2454573.383	11.3652	0.0167
2454573.39	11.3951	0.0164
2454573.391	11.404	0.0163
2454573.397	11.4535	0.0173
2454573.397	11.4401	0.0171
2454573.403	11.4523	0.0197
2454573.404	11.4558	0.0204
2454573.411	11.3913	0.0199
2454573.411	11.4439	0.0211
2454573.412	11.6974	0.0188
2454573.413	11.7145	0.0198
2454573.418	11.3248	0.0212
2454573.418	11.3113	0.0205
2454573.419	11.6083	0.0187
2454573.419	11.551	0.0176
2454573.424	11.0609	0.015
2454573.425	11.0744	0.0161
2454573.426	11.3274	0.0214
2454573.432	11.3355	0.0126
2454573.432	11.3118	0.0128
2454573.437	11.3647	0.0141
2454573.437	11.3721	0.0139
2454573.441	11.1413	0.015
2454573.442	11.191	0.0155
2454573.442	11.7366	0.0153
2454573.443	11.425	0.0134
2454573.443	11.4567	0.0138
2454573.447	11.8139	0.0151
2454573.447	11.2069	0.0151
2454573.447	11.804	0.014
2454573.447	11.2109	0.0143
2454573.448	11.5165	0.0128
2454573.448	11.5114	0.0125
2454573.452	11.8374	0.0131
2454573.452	11.2617	0.0135
2454573.453	11.8484	0.0136
2454573.453	11.2897	0.0141
2454574.403	11.3176	0.0171
2454574.403	11.3678	0.0176
2454574.41	11.3503	0.0174
2454574.411	11.3385	0.0171
2454574.417	11.291	0.0163
2454574.417	11.2766	0.0159
2454574.418	11.6947	0.015
2454574.418	11.6923	0.015
2454574.423	11.1729	0.0144
2454574.424	11.1575	0.0142
2454574.425	11.5675	0.0131
2454574.425	11.5291	0.0128
2454574.43	10.9421	0.0115
2454574.431	11.3084	0.0105
2454574.432	11.305	0.0104
2454574.437	11.3206	0.0105
2454574.437	11.3221	0.0105
2454574.441	10.9738	0.012
2454574.441	11.6722	0.0119
2454574.441	10.9802	0.012
2454574.442	11.3774	0.0109
2454574.443	11.3675	0.0108
2454574.448	11.7286	0.0123
2454574.448	11.074	0.0128
2454574.448	11.0682	0.013
2454574.448	11.7416	0.0124
2454574.449	11.4438	0.0116
2454574.449	11.4726	0.0118
2454574.453	11.8131	0.0131
2454574.453	11.1194	0.0134
2454574.454	11.8289	0.0133
2454574.454	11.1167	0.0134
2454574.454	11.5301	0.0123
2454574.455	11.5446	0.0125
2454574.459	11.8528	0.0134
2454574.459	11.1577	0.0137
2454574.459	11.8688	0.0135
2454574.459	11.1468	0.0135
2454574.46	11.5872	0.0128
2454574.46	11.5819	0.0128
2454574.464	11.908	0.0139
2454574.464	11.1924	0.0139
2454574.465	11.9054	0.014
2454574.465	11.1967	0.0141
2454574.465	11.6122	0.013
2454574.466	11.6155	0.0132
2454574.47	11.9583	0.0147
2454574.47	11.2301	0.0145
2454574.47	11.2405	0.0147
2454574.47	11.9329	0.0144
2454574.471	11.641	0.0133
2454574.471	11.6645	0.0137
2454574.474	11.9537	0.0146
2454574.474	11.3006	0.0156
2454574.475	11.9646	0.0147
2454574.475	11.2739	0.0153
2454574.475	11.6673	0.0135
2454574.476	11.6856	0.014
2454574.48	11.2781	0.0152
2454574.48	11.3261	0.0156
2454574.481	11.6965	0.014
2454574.481	11.6902	0.0139
2454574.485	12.0382	0.0154
2454574.485	11.3327	0.0159
2454574.486	12.0145	0.0152
2454574.486	11.3569	0.0161
2454574.486	11.7443	0.0144
2454574.487	11.7443	0.0146
2454575.375	10.9575	0.0174
2454575.375	11.0109	0.0183
2454575.387	11.0966	0.0213
2454575.387	11.0649	0.0188
2454575.397	11.1032	0.0196
2454575.397	11.1138	0.0197
2454575.398	11.7049	0.0175
2454575.398	11.7284	0.0178
2454575.407	11.1526	0.0203
2454575.408	11.1592	0.0204
2454575.409	11.748	0.0181
2454575.409	11.724	0.0176
2454575.417	11.1424	0.02
2454575.418	11.1952	0.021
2454575.418	11.7398	0.0179
2454575.419	11.7187	0.0175
2454575.427	11.9036	0.0171
2454575.427	11.0208	0.0177
2454575.427	11.8732	0.0166
2454575.427	11.074	0.0186
2454575.428	11.5824	0.0153
2454575.428	11.5761	0.015
2454575.435	11.6323	0.0132
2454575.435	10.7712	0.0142
2454575.435	11.6214	0.0131
2454575.435	10.7975	0.0146
2454575.436	11.3258	0.012
2454575.442	11.6046	0.0129
2454575.442	10.7936	0.0145
2454575.443	11.6045	0.0129
2454575.443	10.76	0.014
2454575.443	11.3303	0.012
2454575.45	11.6917	0.0139
2454575.45	10.9374	0.0164
2454575.45	11.7334	0.0142
2454575.45	10.8956	0.016
2454575.451	11.4349	0.0131
2454575.451	11.4434	0.0133
2454575.458	11.7981	0.0153
2454575.458	11.0096	0.0177
2454575.458	11.8131	0.0156
2454575.458	11.0092	0.0175
2454575.465	11.8423	0.0158
2454575.465	11.083	0.0188
2454575.466	11.8888	0.0164
2454575.466	11.1374	0.02
2454575.466	11.5872	0.0151
2454575.467	11.612	0.0155
2454575.473	11.9104	0.0167
2454575.473	11.1767	0.0205
2454575.473	11.9231	0.0169
2454575.473	11.1543	0.0203
2454575.474	11.6317	0.0155
2454575.48	11.9392	0.0169
2454575.48	11.194	0.0207
2454575.48	11.9571	0.0171
2454575.48	11.1792	0.0206
2454575.486	11.3154	0.0274
2454575.487	11.9713	0.0308
2454575.487	10.7718	0.0266
2454604.385	11.1382	0.0131
2454604.386	11.1062	0.0127
2454604.386	11.5035	0.0115
2454604.387	11.4878	0.0113
2454604.403	11.0128	0.0118
2454604.403	11.3878	0.0104
2454604.404	11.3996	0.0105
2454604.411	11.1425	0.0134
2454604.411	11.139	0.0134
2454604.412	11.5044	0.0117
2454604.412	11.5034	0.0117
2454604.419	11.218	0.0146
2454604.42	11.255	0.0152
2454604.42	11.5705	0.0128
2454604.421	11.579	0.013
