2453708,99503;13,080;0,000
2453709,00327;13,070;0,000
2453709,01153;13,110;0,000
2453709,01980;13,150;0,000
2453726,98616;13,400;0,000
2453726,99309;13,390;0,000
2453727,00005;13,380;0,000
2453727,00703;13,360;0,000
2453537,65724;13,430;0,000
2453537,66302;13,440;0,000
2453495,66676;13,160;0,000
2453495,67323;13,140;0,000
2453495,67970;13,170;0,000
2453495,68616;13,180;0,000
2453678,94466;13,300;0,000
2453678,95014;13,320;0,000
2453678,95562;13,340;0,000
2453678,96111;13,350;0,000
2453852,65713;13,370;0,000
2453852,66481;13,380;0,000
2453852,67251;13,380;0,000
2453852,68019;13,380;0,000
2454083,00061;13,370;0,000
2454083,00604;13,350;0,000
2454083,01150;13,340;0,000
2454083,01703;13,310;0,000
2454094,84939;13,130;0,000
2454094,85984;13,180;0,000
2454094,87030;13,230;0,000
2454094,88080;13,280;0,000
2453770,75983;13,290;0,000
2453770,76781;13,290;0,000
2453770,77568;13,320;0,000
2453770,78352;13,330;0,000
2453793,69426;13,130;0,000
2453793,69855;13,150;0,000
2453793,70287;13,170;0,000
2453793,70719;13,130;0,000
2453737,82709;13,300;0,000
2453737,83451;13,320;0,000
2453737,84183;13,340;0,000
2453737,84935;13,360;0,000
2453740,85918;13,370;0,000
2453740,86736;13,360;0,000
2453740,87549;13,350;0,000
2453740,88361;13,310;0,000
2453756,79121;13,380;0,000
2453757,80384;13,310;0,000
2453757,81197;13,340;0,000
2453757,82016;13,350;0,000
2453757,82842;13,360;0,000
2453762,76390;13,390;0,000
2453762,77094;13,380;0,000
2453762,77799;13,360;0,000
2453762,78503;13,330;0,000
2453818,71321;13,170;0,000
2453818,72149;13,090;0,000
2453818,72974;13,070;0,000
2453818,73795;13,100;0,000
2454060,99768;13,180;0,000
2454061,00481;13,110;0,000
2454061,01196;13,220;0,000
2454061,01913;13,240;0,000
2454035,98121;13,270;0,000
2454035,98783;13,270;0,000
2454035,99441;13,290;0,000
2454036,00104;13,310;0,000
2454209,66746;13,250;0,000
2454209,67391;13,280;0,000
2454209,68038;13,320;0,000
2454209,68684;13,320;0,000
2454449,94781;13,140;0,000
2454449,95381;13,090;0,000
2454449,95976;13,150;0,000
2454449,96572;13,160;0,000
2454140,74977;13,130;0,000
2454140,75625;13,150;0,000
2454140,76272;13,160;0,000
2454140,76920;13,190;0,000
2454117,80489;13,150;0,000
2454117,81140;13,170;0,000
2454117,81789;13,200;0,000
2454117,82439;13,220;0,000
2454127,71356;13,390;0,000
2454127,72183;13,380;0,000
2454127,73011;13,370;0,000
2454127,73841;13,360;0,000
2454258,65079;13,410;0,000
2454258,65871;13,300;0,000
2454258,66666;13,200;0,000
2454258,67458;13,110;0,000
2454176,77810;13,360;0,000
2454176,78549;13,350;0,000
2454176,79289;13,340;0,000
2454176,80027;13,310;0,000
2454245,65448;13,410;0,000
2454245,66261;13,420;0,000
2454245,67072;13,390;0,000
2454245,67884;13,330;0,000
2454411,93840;13,150;0,000
2454411,94655;13,140;0,000
2454411,95467;13,150;0,000
2454411,96301;13,190;0,000
2454424,95047;13,260;0,000
2454424,95713;13,290;0,000
2454424,96385;13,330;0,000
2454424,97070;13,340;0,000
2454557,72967;13,230;0,000
2454557,73611;13,180;0,000
2454557,74255;13,170;0,000
2454557,74899;13,180;0,000
2454566,70815;13,220;0,000
2454566,71460;13,240;0,000
2454566,72107;13,260;0,000
2454566,72754;13,280;0,000
2454574,76222;13,290;0,000
2454574,76706;13,270;0,000
2454574,77190;13,280;0,000
2454574,77674;13,300;0,000
2454804,92516;13,110;0,000
2454804,93422;13,130;0,000
2454804,94320;13,200;0,000
2454804,95217;13,210;0,000
2454822,89865;13,350;0,000
2454822,90466;13,350;0,000
2454822,91075;13,370;0,000
2454822,91683;13,390;0,000
2454830,86690;13,170;0,000
2454830,87237;13,190;0,000
2454830,87788;13,210;0,000
2454830,88330;13,220;0,000
2454497,67482;13,160;0,000
2454497,67916;13,140;0,000
2454497,68350;13,190;0,000
2454497,68783;13,250;0,000
2454524,83457;13,290;0,000
2454524,84178;13,320;0,000
2454524,84900;13,360;0,000
2454524,85623;13,360;0,000
2454478,77336;13,290;0,000
2454478,78041;13,310;0,000
2454478,78743;13,330;0,000
2454478,79444;13,370;0,000
2454625,65849;13,370;0,000
2454625,66237;13,370;0,000
2454625,66619;13,390;0,000
2454625,67003;13,370;0,000
2454532,86146;13,160;0,000
2454538,79147;13,170;0,000
2454538,79912;13,130;0,000
2454538,80676;13,140;0,000
2454538,81440;13,150;0,000
2454549,75596;13,370;0,000
2454549,76377;13,380;0,000
2454549,77158;13,390;0,000
2454549,77941;13,400;0,000
2454588,73270;13,260;0,000
2454588,73700;13,240;0,000
2454588,74132;13,220;0,000
2454588,74563;13,200;0,000
2454792,00482;13,300;0,000
2454792,01020;13,320;0,000
2454792,01561;13,330;0,000
2454792,02106;13,340;0,000
2454766,00233;13,110;0,000
2454766,00896;13,110;0,000
2454766,01552;13,130;0,000
2454766,02209;13,150;0,000
2454941,69644;13,370;0,000
2454941,70314;13,390;0,000
2454941,70976;13,380;0,000
2454941,71641;13,410;0,000
2455182,80696;13,380;0,000
2455182,81156;13,350;0,000
2455182,81620;13,310;0,000
2455182,82086;13,300;0,000
2454866,75852;13,320;0,000
2454866,76759;13,260;0,000
2454866,77662;13,220;0,000
2454866,78573;13,180;0,000
2454877,70904;13,260;0,000
2454884,67213;13,130;0,000
2454884,67757;13,120;0,000
2454884,68305;13,040;0,000
2454884,68838;13,000;0,000
2454851,93787;13,450;0,000
2454851,94438;13,450;0,000
2454851,95096;13,450;0,000
2454851,95752;13,460;0,000
2454860,80349;13,260;0,000
2454860,80975;13,230;0,000
2454860,81614;13,200;0,000
2454860,82253;13,200;0,000
2454892,71243;13,160;0,000
2454892,72094;13,110;0,000
2454892,72946;13,130;0,000
2454892,73839;13,140;0,000
2454908,74180;13,370;0,000
2454908,74667;13,380;0,000
2454908,75154;13,390;0,000
2454908,75634;13,370;0,000
2454914,65899;13,130;0,000
2454914,66702;13,190;0,000
