2454914,67513;13,210;0,000
2454914,68327;13,230;0,000
2454965,74137;13,390;0,000
2454965,74677;13,380;0,000
2454965,75216;13,360;0,000
2454965,75755;13,330;0,000
2455154,91891;13,390;0,000
2455154,92659;13,380;0,000
2455154,93442;13,350;0,000
2455154,94223;13,300;0,000
2455120,97113;13,250;0,000
2455120,97722;13,210;0,000
2455120,98335;13,180;0,000
2455120,98942;13,160;0,000
2455130,95518;13,220;0,000
2455130,96247;13,160;0,000
2455130,96974;13,140;0,000
2455130,97703;13,150;0,000
2455295,66300;13,390;0,000
2455295,66819;13,350;0,000
2455295,67336;13,330;0,000
2455295,67850;13,260;0,000
2455303,68276;13,390;0,000
2455303,68847;13,380;0,000
2455303,69415;13,420;0,000
2455303,69991;13,400;0,000
2455533,93466;13,320;0,000
2455533,94975;13,300;0,000
2455533,95729;13,320;0,000
2455236,73615;13,350;0,000
2455242,72161;13,360;0,000
2455242,72769;13,350;0,000
2455242,73386;13,340;0,000
2455242,74004;13,320;0,000
2455202,98705;13,220;0,000
2455202,99315;13,230;0,000
2455202,99931;13,260;0,000
2455203,00547;13,280;0,000
2455208,87369;13,390;0,000
2455208,88188;13,410;0,000
2455208,89015;13,390;0,000
2455208,89841;13,360;0,000
2455274,74973;13,350;0,000
2455274,75720;13,350;0,000
2455274,76468;13,370;0,000
2455274,77220;13,360;0,000
2455322,67188;13,200;0,000
2455322,68001;13,150;0,000
2455322,68930;13,240;0,000
2455322,69791;13,170;0,000
2455347,65097;13,330;0,000
2455347,65665;13,350;0,000
2455347,66233;13,360;0,000
2455347,66807;13,390;0,000
2455516,96950;13,200;0,000
2455516,98111;13,260;0,000
2455516,98689;13,290;0,000
2455659,62426;13,220;0,000
2455659,62939;13,370;0,000
2455659,63967;13,220;0,000
2455681,71919;13,270;0,000
2455681,72656;13,270;0,000
2455681,73407;13,300;0,000
2455681,74158;13,310;0,000
2455598,75300;13,380;0,000
2455598,76053;13,340;0,000
2455598,76807;13,280;0,000
2455598,77567;13,210;0,000
2455604,73282;13,380;0,000
2455604,74086;13,330;0,000
2455604,74885;13,270;0,000
2455604,75696;13,260;0,000
2455617,84172;13,290;0,000
2455617,84824;13,230;0,000
2455617,85487;13,180;0,000
2455617,86146;13,160;0,000
2455569,86957;13,190;0,000
2455569,87534;13,180;0,000
2455569,88115;13,200;0,000
2455569,88697;13,200;0,000
2455589,77234;13,380;0,000
2455589,77812;13,390;0,000
2455589,78394;13,390;0,000
2455589,78976;13,400;0,000
2455720,66137;13,350;0,000
2455720,66820;13,390;0,000
2455720,67489;13,390;0,000
2455720,68208;13,400;0,000
2455628,69672;13,380;0,000
2455628,70406;13,390;0,000
2455628,71146;13,380;0,000
2455628,71892;13,360;0,000
2455634,65943;13,370;0,000
2455634,66510;13,390;0,000
2455634,67084;13,360;0,000
2455634,67657;13,360;0,000
2455647,62280;13,380;0,000
2455647,62961;13,380;0,000
2455647,63646;13,380;0,000
2455647,64328;13,390;0,000
2453756,95215;13,370;0,000
2453756,95889;13,380;0,000
2454532,89061;13,300;0,000
2454532,89719;13,310;0,000
2454532,90380;13,380;0,000
2454532,92867;13,400;0,000
2454877,76718;13,360;0,000
2454877,77257;13,350;0,000
2454877,77800;13,340;0,000
2454877,78336;13,330;0,000
2455505,96749;13,300;0,000
2455505,97920;13,330;0,000
2455505,98497;13,350;0,000
2455861,97828;13,310;0,000
2455861,98750;13,340;0,000
2455861,99681;13,360;0,000
2455862,00595;13,390;0,000
2455922,89840;13,100;0,000
2455922,90503;13,120;0,000
2455922,91185;13,150;0,000
2455922,91860;13,190;0,000
2455928,81295;13,400;0,000
2455928,82262;13,390;0,000
2455928,83240;13,370;0,000
2455928,84215;13,300;0,000
2455945,85994;13,140;0,000
2455945,86496;13,130;0,000
2455945,87006;13,140;0,000
2455945,87511;13,160;0,000
2455968,73049;13,350;0,000
2455968,73890;13,360;0,000
2455968,74728;13,370;0,000
2455968,75577;13,380;0,000
2455977,88073;13,350;0,000
2455977,88314;13,330;0,000
2455977,88560;13,310;0,000
2455977,88807;13,290;0,000
2455980,72128;13,250;0,000
2455980,72910;13,170;0,000
2455980,73695;13,140;0,000
2455980,74479;13,140;0,000
2455986,73362;13,230;0,000
2455986,73870;13,250;0,000
2455986,74389;13,280;0,000
2455986,74907;13,300;0,000
2456015,72458;13,410;0,000
2456015,73087;13,420;0,000
2456015,73722;13,390;0,000
2456015,74345;13,370;0,000
2456044,76877;13,360;0,000
2456044,77726;13,380;0,000
2456044,78578;13,400;0,000
2456044,79429;13,410;0,000
2456065,64682;13,390;0,000
2456065,65430;13,400;0,000
2456065,66176;13,400;0,000
2456065,66918;13,410;0,000
2456076,65152;13,270;0,000
2456076,65547;13,270;0,000
2456076,65947;13,290;0,000
2456076,66342;13,310;0,000
2456086,66225;13,340;0,000
2456086,66734;13,370;0,000
2456086,67248;13,380;0,000
2456086,67763;13,380;0,000
2456271,88984;13,200;0,000
2456271,89947;13,170;0,000
2456271,90907;13,160;0,000
2456271,91871;13,170;0,000
2456297,78762;13,420;0,000
2456297,79623;13,420;0,000
2456297,80426;13,410;0,000
2456297,81226;13,380;0,000
2456305,93528;13,260;0,000
2456305,94162;13,290;0,000
2456305,94787;13,310;0,000
2456305,95412;13,320;0,000
2456313,82113;13,220;0,000
2456313,82451;13,210;0,000
2456313,82790;13,220;0,000
2456313,83127;13,230;0,000
2456338,70935;13,170;0,000
2456338,71445;13,200;0,000
2456338,71957;13,220;0,000
2456338,72468;13,240;0,000
2456354,69574;13,290;0,000
2456354,70072;13,320;0,000
2456354,70572;13,320;0,000
2456354,71080;13,330;0,000
2456367,73543;13,320;0,000
2456367,74450;13,300;0,000
2456367,75370;13,240;0,000
2456367,76279;13,170;0,000
2455957,96584;13,220;0,000
2455957,96899;13,240;0,000
2455957,97511;13,260;0,000
2455957,98014;13,270;0,000
2456390,68745;13,350;0,000
2456390,69209;13,340;0,000
2456390,69667;13,290;0,000
2456390,70127;13,260;0,000
2456414,64069;13,310;0,000
2456414,64745;13,340;0,000
2456414,65422;13,370;0,000
2456414,66097;13,370;0,000
2456433,69703;13,240;0,000
2456433,70330;13,280;0,000
2456433,70959;13,310;0,000
2456433,71591;13,350;0,000
