HJD,camera,magnitude,"magnitude error"
2453953.574190,145,14.8202,0.1565
2453953.577303,145,14.7345,0.1424
2453953.580313,145,14.7543,0.1412
2453953.583542,145,14.6702,0.1303
2453953.586609,145,14.7668,0.1405
2453953.589653,145,14.4934,0.1119
2453953.592639,145,14.3131,0.0890
2453953.595880,145,14.4479,0.0993
2453953.598924,145,14.3625,0.0909
2453953.601887,145,14.1394,0.0729
2453953.605023,145,14.1222,0.0697
2453953.608113,145,14.1908,0.0713
2453953.611100,145,14.1629,0.0671
2453953.614271,145,14.3430,0.0745
2453953.617257,145,14.1725,0.0613
2453953.620336,145,14.2787,0.0640
2453953.623275,145,14.2683,0.0616
2453953.626447,145,14.4131,0.0641
2453953.629456,145,14.5680,0.0697
2453953.633414,145,14.4686,0.0609
2453953.636435,145,14.7433,0.0761
2453953.639456,145,14.5306,0.0620
2453953.642523,145,14.5716,0.0629
2453953.646296,145,14.5983,0.0647
2453953.649387,145,14.5405,0.0633
2453953.653333,145,14.5602,0.0642
2453953.656505,145,14.6292,0.0681
2453953.659549,145,14.5668,0.0649
2453953.662523,145,14.7649,0.0766
2453953.665625,145,14.6418,0.0686
2453953.669572,145,14.6874,0.0715
2453953.670301,148,14.4545,0.0523
2453953.672604,145,14.5613,0.0625
2453953.673380,148,14.4108,0.0505
2453953.675613,145,14.7712,0.0765
2453953.676400,148,14.2314,0.0470
2453953.678634,145,14.6686,0.0709
2453953.679363,148,14.4300,0.0506
2453953.681597,145,14.5723,0.0663
2453953.682373,148,14.3664,0.0480
2453953.683866,145,14.6790,0.0701
2453953.684606,148,14.2637,0.0456
2453953.686076,145,14.6707,0.0694
2453953.686829,148,14.1525,0.0427
2453953.688495,145,14.7094,0.0714
2453953.689248,148,14.2637,0.0457
2453953.690741,145,14.8172,0.0788
2453953.691528,148,14.3715,0.0491
2453953.692986,145,14.5038,0.0604
2453953.693796,148,14.6775,0.0591
2453953.696169,145,14.4633,0.0585
2453953.710868,148,14.3548,0.0479
2453953.712419,145,14.2373,0.0477
2453953.713171,148,14.3368,0.0490
2453953.714699,145,14.1801,0.0457
2453953.715475,148,14.4393,0.0529
2453953.717928,145,14.3318,0.0517
2453953.718646,148,14.3938,0.0508
2453953.720231,145,14.2889,0.0513
2453953.721076,148,14.5295,0.0538
2453953.723414,145,14.3097,0.0538
2453953.724248,148,14.5936,0.0574
2453953.725752,145,14.5220,0.0668
2453953.726481,148,14.4797,0.0535
2453953.727975,145,14.4089,0.0652
2453953.728727,148,14.5534,0.0633
2453953.730324,145,14.4128,0.0734
2453953.731065,148,14.6282,0.0754
2453953.732627,145,14.5321,0.0944
2453953.733368,148,14.6939,0.0978
2453953.734086,145,14.5514,0.1083
2453953.734826,148,14.6921,0.1138
2453953.735579,145,14.5303,0.1232
2453953.736354,148,14.8777,0.1571
2453953.737072,145,14.2413,0.1100
2453953.737847,148,14.6885,0.1598
2453954.493414,145,14.6705,0.1700
2453954.495741,145,14.4335,0.1357
2453954.498160,145,14.5713,0.1522
2453954.500440,145,14.4848,0.1402
2453954.502720,145,14.8540,0.1970
2453954.505104,145,14.6753,0.1631
2453954.507407,145,14.7295,0.1690
2453954.509815,145,15.0452,0.2284
2453954.512176,145,14.6176,0.1527
2453954.514444,145,14.5989,0.1477
2453954.516748,145,14.9278,0.2013
2453954.519016,145,14.7501,0.1666
2453954.521331,145,14.4916,0.1331
2453954.523657,145,14.6463,0.1520
2453954.525938,145,14.3099,0.1115
2453954.528206,145,14.5226,0.1321
2453954.530451,145,14.0345,0.0857
2453954.532720,145,14.3475,0.1137
2453954.534896,145,14.1596,0.0946
2453954.537882,145,14.4247,0.1206
2453954.540995,145,14.3675,0.1134
2453954.544039,145,14.1955,0.0968
2453954.547153,145,14.4790,0.1248
2453954.550116,145,14.2965,0.1048
2453954.553252,145,14.4710,0.1223
2453954.556377,145,14.4474,0.1183
2453954.559421,145,14.6699,0.1438
2453954.562500,145,14.6357,0.1404
2453954.565613,145,14.5098,0.1244
2453954.568669,145,14.7272,0.1512
2453954.571655,145,14.6634,0.1413
2453954.574641,145,14.7623,0.1528
2453954.577639,145,14.5951,0.1320
2453954.580718,145,14.7427,0.1492
2453954.583854,145,14.3720,0.1063
2453954.586933,145,14.7719,0.1523
2453954.590046,145,14.7765,0.1507
2453954.593414,145,14.6387,0.1327
2453954.596435,145,14.7912,0.1513
2453954.599491,145,14.5597,0.1195
2453954.605706,145,14.4571,0.1089
2453954.608692,145,15.0153,0.1803
2453954.611817,145,14.7384,0.1388
2453954.614792,145,14.5089,0.1110
2453954.617905,145,14.3807,0.0984
2453954.620961,145,14.6239,0.1217
2453954.624016,145,14.8258,0.1444
2453954.627014,145,14.7469,0.1322
2453954.630868,145,14.2862,0.0857
2453954.634039,145,14.1786,0.0753
2453954.637060,145,14.2141,0.0763
2453954.640208,145,14.2184,0.0754
2453954.644039,145,14.3022,0.0800
2453954.647118,145,14.3846,0.0842
2453954.650972,145,14.3030,0.0750
2453954.653993,145,14.3060,0.0727
2453954.657130,145,14.3555,0.0726
2453954.660127,145,14.3387,0.0668
2453954.663924,145,14.3518,0.0625
2453954.664664,148,14.2497,0.0502
2453954.666979,145,14.4585,0.0655
2453954.667685,148,14.2471,0.0444
2453954.670058,145,14.5202,0.0629
2453954.673137,145,14.4328,0.0543
2453954.676123,145,14.5738,0.0575
2453954.679074,145,14.6347,0.0583
2453954.681389,145,14.6175,0.0554
2453954.683727,145,14.6272,0.0554
2453954.685961,145,14.6022,0.0542
2453954.688299,145,14.7171,0.0594
2453954.690590,145,14.7309,0.0607
2453954.695880,145,14.7481,0.0624
2453954.712106,145,14.6812,0.0596
2453954.715370,145,14.7434,0.0629
2453954.717616,145,14.5909,0.0554
2453954.720891,145,14.7512,0.0638
2453954.723148,145,14.6714,0.0615
2453954.725451,145,14.6138,0.0605
2453954.727708,145,14.5566,0.0619
2453954.729942,145,14.6246,0.0734
2453954.731435,145,14.5979,0.0776
2453954.732928,145,14.4517,0.0767
2453954.734444,145,14.2699,0.0740
2453954.735984,145,14.2684,0.0853
2453954.737442,145,14.3066,0.1025
2453954.738935,145,14.2422,0.1166
2453955.524051,145,15.0511,0.2751
2453955.526366,145,14.9572,0.2511
2453955.528727,145,14.7005,0.1965
2453955.530972,145,14.9064,0.2372
2453955.534086,145,14.6487,0.1839
2453955.537199,145,14.7438,0.2016
2453955.540428,145,14.6222,0.1799
2453955.543449,145,14.9512,0.2386
2453955.546528,145,14.7770,0.2050
2453955.549745,145,14.6381,0.1791
2453955.552836,145,15.2836,0.3205
2453955.555891,145,14.9013,0.2239
2453955.574190,145,14.0838,0.1060
2453955.577269,145,14.2669,0.1245
2453955.580313,145,14.4488,0.1473
2453955.583391,145,14.5277,0.1580
2453955.586412,145,14.6092,0.1697
2453955.589433,145,14.2029,0.1161
2453955.592546,145,14.5869,0.1626
2453955.623113,145,14.9160,0.2140
2453955.626157,145,14.8388,0.1973
2453955.629468,145,14.4862,0.1409
2453955.632546,145,14.6730,0.1668
2453955.635567,145,14.6702,0.1663
2453955.638588,145,14.5817,0.1521
2453955.642500,145,15.0713,0.2341
2453955.649572,145,14.7583,0.1753
2453955.652593,145,14.7980,0.1796
2453955.655637,145,14.5975,0.1484
2453955.661898,145,14.2358,0.1044
2453955.665127,145,14.4598,0.1294
2453955.665880,148,13.0363,0.0392
2453955.668958,148,12.9053,0.0357
2453955.671262,145,14.0884,0.0901
2453955.671979,148,12.9111,0.0361
2453955.674282,145,14.1029,0.0903
2453955.675023,148,13.0463,0.0390
2453955.677269,148,12.9848,0.0372
2453955.678762,145,14.0135,0.0821
2453955.679630,148,12.7419,0.0328
2453955.681134,145,14.1323,0.0907
2453955.681875,148,12.7660,0.0334
2453955.683403,145,14.2442,0.0993
2453955.684155,148,12.9808,0.0366
2453955.685706,145,14.5877,0.1332
2453955.686458,148,13.2065,0.0425
2453955.688067,145,14.3493,0.1050
2453955.688796,148,13.8079,0.0603
2453955.691713,148,14.4285,0.1011
2453955.693889,145,14.5974,0.1286
2453955.694676,148,14.4847,0.1033
2453955.696968,145,14.5492,0.1199
2453955.697685,148,14.7204,0.1220
2453955.711481,145,14.5798,0.0970
2453955.713102,148,14.8359,0.1011
2453955.714688,145,14.5790,0.0902
2453955.715463,148,14.7632,0.0873
2453955.717894,145,14.5889,0.0837
2453955.718634,148,14.8736,0.0863
2453955.720162,145,14.5195,0.0732
2453955.720914,148,14.8811,0.0794
2453955.722431,145,14.6774,0.0789
2453955.723275,148,14.5805,0.0572
2453955.724954,145,14.7331,0.0795
2453955.725741,148,14.6986,0.0606
2453955.727234,145,14.6731,0.0740
2453955.727975,148,14.7864,0.0661
2453955.728692,145,14.7147,0.0793
2453955.729468,148,14.8172,0.0699
2453955.730220,145,14.7244,0.0830
2453955.730961,148,14.9060,0.0810
2453955.731713,145,14.6655,0.0840
2453955.732523,148,14.6651,0.0724
2453955.733299,145,14.7043,0.0968
2453955.734039,148,14.6691,0.0827
2453955.734769,145,14.6696,0.1044
2453955.735509,148,14.9370,0.1206
2453955.736227,145,14.6514,0.1168
2453955.736968,148,14.7398,0.1205
2453955.737743,145,14.8601,0.1671
2453955.738553,148,15.0137,0.1860
2453960.477338,145,14.6949,0.1861
2453960.479792,145,14.9838,0.2410
2453960.482118,145,14.6936,0.1848
2453960.484329,145,15.0062,0.2455
2453960.486574,145,14.9904,0.2421
2453960.488808,145,14.6983,0.1849
2453960.491088,145,14.8781,0.2137
2453960.493426,145,14.6022,0.1679
2453960.495787,145,14.7885,0.1966
2453960.498160,145,14.5652,0.1622
2453960.500451,145,14.6382,0.1732
2453960.502731,145,14.8627,0.2096
2453960.505035,145,15.1185,0.2644
2453960.507269,145,14.8095,0.2006
2453960.509491,145,15.0465,0.2473
2453960.511840,145,14.5878,0.1625
2453960.514178,145,14.5941,0.1629
2453960.516493,145,14.4418,0.1398
2453960.518762,145,14.1243,0.1048
2453960.520995,145,14.4869,0.1457
2453960.523519,145,14.1090,0.1025
2453960.525949,145,14.6563,0.1683
2453960.528252,145,14.1047,0.1018
2453960.530556,145,14.0014,0.0945
2453960.532859,145,14.2443,0.1150
2453960.535197,145,14.4145,0.1333
2453960.537465,145,14.3288,0.1235
2453960.539734,145,14.3114,0.1207
2453960.542813,145,14.9331,0.2124
2453960.545150,145,14.3390,0.1235
2453960.547454,145,14.3116,0.1197
2453960.549792,145,14.5353,0.1473
2453960.552222,145,14.5257,0.1449
2453960.554525,145,14.3943,0.1298
2453960.556794,145,14.8225,0.1919
2453960.559120,145,14.4216,0.1303
2453960.561458,145,14.9164,0.2060
2453960.563727,145,14.5676,0.1492
2453960.566065,145,14.6677,0.1652
2453960.568345,145,14.5572,0.1484
2453960.570648,145,14.8635,0.1953
2453960.572986,145,14.6519,0.1625
2453960.575278,145,14.5117,0.1431
2453960.578218,145,14.4633,0.1377
2453960.580544,145,14.2748,0.1146
2453960.582789,145,15.0275,0.2285
2453960.585081,145,14.7121,0.1708
2453960.587581,145,14.6617,0.1626
2453960.589815,145,14.6246,0.1564
2453960.592037,145,15.0973,0.2403
2453960.594306,145,15.3223,0.2939
2453960.596609,145,14.5048,0.1396
2453960.598854,145,14.5720,0.1464
2453960.601192,145,14.8288,0.1857
2453960.603623,145,15.0667,0.2294
2453960.605833,145,14.4983,0.1404
2453960.608102,145,14.7119,0.1688
2453960.610405,145,14.8731,0.1952
2453960.613391,145,14.9221,0.2022
2453960.615810,145,14.9857,0.2159
2453960.618275,145,14.3020,0.1149
2453960.620498,145,14.1939,0.1050
2453960.622766,145,14.4290,0.1302
2453960.625162,145,14.0578,0.0910
2453960.628148,145,14.2654,0.1122
2453960.630382,145,14.1726,0.1044
2453960.633380,145,14.1710,0.1031
2453960.635613,145,13.9189,0.0814
2453960.637894,145,14.1883,0.1044
2453960.640127,145,14.4013,0.1266
2453960.642373,145,14.3293,0.1184
2453960.644757,145,14.1437,0.0996
2453960.647072,145,14.2812,0.1134
2453960.649433,145,14.5194,0.1415
2453960.651667,145,14.5557,0.1456
2453960.653889,145,14.4882,0.1360
2453960.656157,145,14.8048,0.1802
2453960.658391,145,14.4102,0.1265
2453960.660613,145,14.8268,0.1872
2453960.662940,145,14.3789,0.1239
2453960.665243,145,14.1971,0.1055
2453960.666736,145,14.5827,0.1494
2453960.668299,145,14.5827,0.1490
2453960.669757,145,14.5960,0.1519
2453960.671447,145,14.7099,0.1689
2453960.672940,145,14.6843,0.1631
2453960.674433,145,14.6974,0.1678
2453960.676701,145,14.5591,0.1465
2453960.678160,145,14.6040,0.1531
2453960.679653,145,15.0677,0.2367
2453960.681181,145,14.6219,0.1578
2453960.682674,145,14.9780,0.2194
2453960.684225,145,14.7689,0.1798
2453960.685799,145,14.4500,0.1355
2453960.687257,145,14.5310,0.1468
2453960.688738,145,15.0416,0.2330
2453960.690174,145,14.8873,0.2046
2453960.691678,145,15.1315,0.2511
2453960.693194,145,14.7529,0.1801
2453960.694722,145,15.5320,0.3662
2453960.696285,145,14.6997,0.1716
2453960.697778,145,14.8732,0.1993
2453960.699306,145,15.1068,0.2505
2453960.707049,145,14.6967,0.1739
2453960.708484,145,14.9290,0.2162
2453960.709977,145,15.2311,0.2837
2453960.711470,145,14.8328,0.1952
2453960.713079,145,14.5895,0.1598
2453960.713715,145,14.7218,0.1793
2453960.714340,145,14.4000,0.1340
2453960.714954,145,14.5634,0.1558
2453960.715602,145,14.4911,0.1456
2453960.716227,145,15.0116,0.2322
2453960.716829,145,15.1618,0.2660
2453960.717454,145,14.8090,0.1919
2453960.718090,145,14.5496,0.1534
2453960.718715,145,14.5794,0.1594
2453960.719340,145,14.6279,0.1638
2453960.719942,145,14.7178,0.1789
2453960.720613,145,14.5157,0.1500
2453960.721238,145,14.4532,0.1419
2453960.721840,145,14.6963,0.1772
2453960.722454,145,14.3634,0.1305
2453960.723079,145,15.0005,0.2351
2453960.723704,145,14.7591,0.1890
2453960.724421,145,14.6828,0.1752
2453960.725104,145,14.4059,0.1597
2453960.726632,145,14.2607,0.1220
2453960.727245,145,14.2463,0.1192
2453960.727847,145,14.2729,0.1221
2453960.728472,145,14.2794,0.1230
2453960.729086,145,14.1127,0.1051
2453960.729734,145,14.3724,0.1341
2453960.731539,145,14.0805,0.1038
2453960.732199,145,14.1477,0.1107
2453960.732824,145,13.9709,0.0952
2453960.733438,145,14.3662,0.1366
2453960.735127,145,14.3567,0.1399
2453960.735752,145,14.2848,0.1321
2453960.736400,145,14.1815,0.1214
2453960.737049,145,14.2860,0.1364
2453960.737650,145,14.5001,0.1688
2453960.739329,145,14.5017,0.1771
2453960.739988,145,14.2706,0.1476
2453960.740602,145,14.3630,0.1685
2453960.741250,145,14.6820,0.2319
2453960.741875,145,14.3218,0.1742
2453961.473565,145,14.4147,0.1120
2453961.476759,145,14.3770,0.1089
2453961.479039,145,14.6280,0.1388
2453961.481308,145,14.8058,0.1618
2453961.483519,145,14.7112,0.1481
2453961.485764,145,14.4562,0.1193
2453961.488067,145,14.5491,0.1291
2453961.490613,145,15.0378,0.2035
2453961.492859,145,14.4609,0.1200
2453961.495127,145,14.5865,0.1350
2453961.497465,145,14.6616,0.1454
2453961.499769,145,14.8971,0.1811
2453961.502014,145,14.3760,0.1136
2453961.504375,145,14.4988,0.1244
2453961.506678,145,14.5584,0.1324
2453961.508912,145,14.4714,0.1231
2453961.511157,145,14.7394,0.1548
2453961.513530,145,14.5501,0.1317
2453961.515741,145,14.7526,0.1579
2453961.518843,145,14.7194,0.1511
2453961.522025,145,14.4455,0.1177
2453961.525197,145,14.6345,0.1405
2453961.528194,145,14.7424,0.1552
2453961.531366,145,14.6836,0.1444
2453961.534479,145,14.9647,0.1890
2453961.538519,145,14.6012,0.1345
2453961.541447,145,14.8975,0.1750
2453961.544525,145,14.6963,0.1414
2453961.547697,145,14.5059,0.1203
2453961.550625,145,14.8317,0.1629
2453961.553553,145,14.2765,0.0986
2453961.556505,145,13.9904,0.0758
2453961.559560,145,14.1652,0.0883
2453961.562604,145,14.2102,0.0915
2453961.565532,145,14.4670,0.1145
2453961.568553,145,14.1858,0.0881
2453961.571632,145,14.1305,0.0841
2453961.575336,145,14.2424,0.0928
2453961.578333,145,14.4536,0.1120
2453961.581319,145,14.3566,0.1018
2453961.584618,145,14.6074,0.1278
2453961.587674,145,14.4810,0.1119
2453961.590660,145,14.7341,0.1420
2453961.593796,145,14.7837,0.1462
2453961.596759,145,15.0610,0.1908
2453961.599873,145,14.5041,0.1146
2453961.602975,145,14.5196,0.1157
2453961.606123,145,14.8442,0.1556
2453961.609954,145,14.5335,0.1157
2453961.610729,148,13.6903,0.0555
2453961.613102,145,14.6951,0.1350
2453961.613877,148,13.2881,0.0419
2453961.616157,145,14.6496,0.1290
2453961.616875,148,13.3891,0.0440
2453961.619155,145,14.7798,0.1451
2453961.619896,148,13.3284,0.0421
2453961.622164,145,14.5771,0.1189
2453961.622951,148,13.3504,0.0423
2453961.625926,145,14.7605,0.1419
2453961.626713,148,13.3411,0.0420
2453961.629051,145,14.9783,0.1745
2453961.630590,148,13.7367,0.0547
2453961.632801,145,15.0403,0.1858
2453961.633530,148,15.0279,0.1645
2453961.635926,145,14.5228,0.1145
2453961.636701,148,14.7874,0.1311
2453961.638981,145,14.7567,0.1424
2453961.639745,148,15.0081,0.1609
2453961.642338,145,14.8953,0.1618
2453961.643079,148,15.1501,0.1813
2453961.646030,145,14.7775,0.1449
2453961.646840,148,14.6587,0.1180
2453961.649063,145,14.5066,0.1137
2453961.649838,148,14.8412,0.1379
2453961.652130,145,14.5814,0.1213
2453961.652847,148,14.6066,0.1122
2453961.655104,145,14.4177,0.1033
2453961.655845,148,14.2803,0.0840
2453961.658299,145,14.3803,0.1008
2453961.659051,148,14.3264,0.0886
2453961.661481,145,14.2114,0.0871
2453961.662280,148,14.4312,0.0969
2453961.663843,145,14.1546,0.0826
2453961.664583,148,14.2960,0.0870
2453961.666053,145,14.2076,0.0868
2453961.666806,148,14.2431,0.0831
2453961.668322,145,14.2966,0.0942
2453961.669167,148,14.3759,0.0921
2453961.670729,145,14.1997,0.0861
2453961.671493,148,14.5570,0.1089
2453961.672998,145,14.3216,0.0968
2453961.674664,148,14.6854,0.1218
2453961.676296,145,14.4028,0.1041
2453961.677072,148,14.3374,0.0887
2453961.678588,145,14.3886,0.1032
2453961.679306,148,14.7358,0.1274
2453961.681528,145,14.5205,0.1160
2453961.682269,148,14.7665,0.1309
2453961.683762,145,14.6534,0.1329
2453961.684479,148,14.5485,0.1088
2453961.685972,145,14.6233,0.1298
2453961.686725,148,14.7814,0.1330
2453961.688275,145,14.5453,0.1209
2453961.689028,148,14.5033,0.1053
2453961.690556,145,14.6625,0.1350
2453961.691319,148,14.6524,0.1197
2453961.693565,145,14.7294,0.1425
2453961.694317,148,14.5560,0.1146
2453961.695880,145,14.6395,0.1318
2453961.696644,148,14.7123,0.1261
2453961.698113,145,14.7783,0.1486
2453961.699537,148,14.7822,0.1348
2453961.701007,145,14.5389,0.1200
2453961.707176,148,14.4472,0.1019
2453961.708692,145,14.3294,0.1016
2453961.709479,148,14.8244,0.1422
2453961.710972,145,15.2177,0.2302
2453961.711678,148,14.6519,0.1228
2453961.712396,145,14.6679,0.1396
2453961.713113,148,14.4274,0.1020
2453961.713866,145,14.8684,0.1679
2453961.714583,148,14.7597,0.1359
2453961.715347,145,14.7330,0.1489
2453961.716134,148,14.7192,0.1332
2453961.716910,145,14.7540,0.1505
2453961.717627,148,14.7995,0.1416
2453961.718368,145,14.8112,0.1590
2453961.719086,148,14.7554,0.1365
2453961.719815,145,14.7346,0.1499
2453961.720579,148,14.7531,0.1368
2453961.721296,145,15.0686,0.2011
2453961.722072,148,14.6423,0.1234
2453961.723877,148,14.9025,0.1536
2453961.724630,145,15.0065,0.1945
2453961.725382,148,14.6692,0.1262
2453961.726088,145,14.6762,0.1443
2453961.726840,148,14.5656,0.1175
2453961.728553,145,15.1715,0.2253
2453961.729363,148,14.6466,0.1265
2453961.730104,145,15.1300,0.2185
2453961.730856,148,14.4322,0.1071
2453961.732500,145,14.6865,0.1513
2453961.733218,148,14.9564,0.1716
2453961.734063,145,14.5892,0.1414
2453961.734815,148,14.5245,0.1221
2453961.736481,145,14.9959,0.2176
2453961.737211,148,15.1641,0.2267
2453961.738102,145,14.7641,0.1852
2453961.738889,148,15.0351,0.2204
2453961.739722,145,15.2317,0.3091
2453961.740475,148,14.4150,0.1365
2453961.741215,145,15.1896,0.3241
2453961.742708,145,14.9825,0.3005
2453963.658009,148,14.8247,0.1928
2453963.658750,145,14.4344,0.1582
2453963.660359,148,14.9082,0.2096
2453963.661863,145,14.8573,0.2277
2453963.663356,148,14.3887,0.1350
2453963.664873,145,14.7003,0.1960
2453963.666343,148,14.6335,0.1672
2453963.670162,148,15.4929,0.3643
2453963.671725,145,14.8311,0.2308
2453963.673275,148,14.4120,0.1435
2453963.675463,145,15.6643,0.5097
2453963.678484,145,14.8227,0.2395
2453963.680000,148,14.7965,0.1926
2453963.681505,145,14.5901,0.1803
2453963.682986,148,14.6027,0.1624
2453963.684583,145,14.9387,0.2507
2453963.686076,148,14.9253,0.2153
2453963.687569,145,14.8180,0.2239
2453963.689039,148,14.6268,0.1673
2453963.691377,145,15.0753,0.2897
2453963.692870,148,14.8099,0.2025
2453963.694340,145,15.0022,0.2737
2453963.695822,148,14.7547,0.1944
2453963.697292,145,14.5194,0.1784
2453963.698854,148,14.5488,0.1617
2453963.700336,145,14.9173,0.2567
2453963.701840,148,14.6280,0.1730
2453963.713484,145,14.8200,0.2544
2453963.714225,148,14.4589,0.1610
2453963.715787,145,14.6548,0.2220
2453963.716528,148,14.5672,0.1765
2453963.720197,145,14.6172,0.2174
2453963.720949,148,14.4349,0.1608
2453966.596539,148,14.6903,0.0487
2453966.600706,148,14.7647,0.0509
2453966.604595,148,14.6256,0.0452
2453966.625451,148,14.5352,0.0429
2453966.627002,145,14.3710,0.0441
2453966.629398,148,14.7991,0.0541
2453966.634074,148,14.8106,0.0552
2453966.635637,145,14.3762,0.0452
2453966.638056,148,14.8212,0.0559
2453966.639803,145,14.5153,0.0514
2453966.642222,148,15.0523,0.0686
2453966.643900,145,14.4533,0.0489
2453966.647106,148,14.8444,0.0570
2453966.648704,145,14.4685,0.0487
